352	-8.717	-11.459
353	-7.751	-11.201
354	-7.020	-10.519
355	-7.295	-11.480
356	-8.153	-11.995
357	-7.811	-11.055
358	-8.756	-11.381
359	-9.575	-11.954
360	-10.341	-12.597
361	-9.610	-11.915
362	-10.605	-11.811
363	-11.206	-12.609
364	-10.691	-11.752
365	-10.726	-12.752
366	-11.535	-13.339
367	-11.344	-14.321
368	-10.478	-14.821
369	-10.236	-13.851
370	-11.188	-14.160
371	-11.895	-13.453
372	-12.285	-12.532
373	-11.437	-13.062
374	-12.312	-12.577
375	-11.535	-13.206
376	-11.973	-12.308
377	-12.894	-11.917
378	-13.893	-11.952
379	-14.300	-12.865
380	-15.066	-13.508
381	-14.247	-12.935
382	-15.104	-12.420
383	-14.397	-13.127
384	-15.384	-13.283
385	-14.825	-12.454
386	-13.874	-12.763
387	-13.857	-13.763
388	-14.686	-14.322
389	-15.613	-13.948
390	-14.730	-14.417
391	-15.729	-14.469
392	-15.184	-15.308
393	-16.182	-15.238
394	-16.651	-14.355
395	-16.197	-15.246
396	-16.267	-16.244
397	-15.512	-16.900
398	-14.534	-17.108
399	-13.878	-16.353
400	-12.878	-16.371
401	-11.933	-16.696
402	-10.938	-16.592
403	-9.940	-16.522
404	-9.013	-16.147
405	-9.822	-15.559
406	-10.517	-16.279
407	-11.473	-16.571
408	-12.451	-16.779
409	-12.295	-15.791
410	-11.295	-15.791
411	-11.003	-14.835
412	-11.487	-13.960
413	-11.846	-13.027
414	-10.906	-12.685
415	-9.966	-13.027
416	-9.393	-13.846
417	-8.502	-13.392
418	-8.111	-12.472
419	-7.455	-11.717
420	-6.589	-12.217
421	-6.659	-13.214
422	-5.860	-12.613
423	-4.969	-12.159
424	-4.410	-12.988
425	-4.925	-12.130
426	-5.568	-11.364
427	-6.488	-11.755
428	-6.662	-10.770
429	-6.420	-9.800
430	-7.354	-10.158
431	-8.324	-9.917
432	-8.219	-8.922
433	-7.345	-8.437
434	-7.397	-9.436
435	-8.337	-9.778
436	-7.362	-9.553
437	-7.964	-8.754
438	-7.019	-8.429
439	-6.966	-9.427
440	-7.880	-9.021
441	-7.185	-9.740
442	-6.716	-8.857
443	-5.841	-9.342
444	-6.032	-10.323
445	-6.291	-11.289
446	-7.257	-11.548
447	-7.309	-10.550
448	-6.500	-9.962
449	-6.046	-9.071
450	-5.106	-9.413
451	-5.037	-10.410
452	-4.227	-9.823
453	-4.401	-10.807
454	-5.347	-10.482
455	-6.343	-10.395
456	-6.652	-9.444
457	-5.996	-10.198
458	-5.891	-9.204
459	-5.304	-8.395
460	-4.804	-7.529
461	-4.478	-8.474
462	-5.287	-7.886
463	-4.347	-8.228
464	-4.555	-7.250
465	-3.848	-7.957
466	-3.348	-7.091
467	-2.442	-7.514
468	-2.581	-8.504
469	-3.559	-8.712
470	-4.241	-9.444
471	-3.247	-9.548
472	-2.418	-10.107
473	-1.443	-10.332
474	-2.441	-10.402
475	-3.070	-11.179
476	-3.789	-11.874
477	-2.793	-11.787
478	-1.815	-11.995
479	-1.607	-12.973
480	-2.195	-13.782
481	-2.950	-14.438
482	-1.950	-14.438
483	-2.877	-14.812
484	-3.734	-15.327
485	-4.076	-14.388
486	-5.050	-14.163
487	-6.016	-13.904
488	-6.325	-12.953
489	-5.380	-12.627
490	-5.432	-11.629
491	-4.623	-12.216
492	-4.882	-13.182
493	-3.884	-13.113
494	-4.429	-13.951
495	-4.852	-13.045
496	-4.627	-12.071
497	-5.370	-11.401
498	-6.147	-10.772
499	-5.290	-10.257
